Player.Name,Salary,Position,Age,Team,GP,MP,FGA,FG.,TRB,AST,PTS,Total.Minutes,PER,TS.,FTr,TRB.,AST.,USG.,WS,OBPM,DBPM,BPM,VORP
Stephen Curry,48070014,PG,34,GSW,56,34.7,20.2,0.493,6.1,6.3,29.4,1941,24.1,0.656,0.248,9.7,30,31,7.8,7.5,0.1,7.5,4.7
John Wall,47345760,PG,32,LAC,34,22.2,9.9,0.408,2.7,5.2,11.4,755,13.6,0.498,0.334,6.8,35.3,27,0.3,-0.8,-0.4,-1.2,0.1
Russell Westbrook,47080179,PG,34,LAL/LAC,73,29.1,13.6,0.436,5.8,7.5,15.9,2126,16.1,0.513,0.317,10.8,38.6,27.7,1.9,0.3,-0.1,0.2,1.2
LeBron James,44474988,PF,38,LAL,55,35.5,22.2,0.5,8.3,6.8,28.9,1954,23.9,0.583,0.268,12.5,33.5,33.3,5.6,5.5,0.6,6.1,4
Kevin Durant,44119845,PF,34,BRK/PHO,47,35.6,18.3,0.56,6.7,5,29.1,1672,25.9,0.677,0.387,10.5,24.5,30.7,6.8,6,1.2,7.1,3.9
Bradley Beal,43279250,SG,29,WAS,50,33.5,17.6,0.506,3.9,5.4,23.2,1673,19.7,0.593,0.26,6.5,26.6,29.2,3.4,2.9,-1.2,1.8,1.6
Kawhi Leonard,42492492,SF,31,LAC,52,33.6,16.8,0.512,6.5,3.9,23.8,1748,23.9,0.623,0.32,10.8,19.6,27,7.1,5.1,0.9,6.1,3.5
Paul George,42492492,SF,32,LAC,56,34.6,17.9,0.457,6.1,5.1,23.8,1939,19.6,0.588,0.293,9.9,24.2,29.5,4.6,2.4,0.3,2.8,2.3
Giannis Antetokounmpo,42492492,PF,28,MIL,63,32.1,20.3,0.553,11.8,5.7,31.1,2024,29,0.605,0.604,19.1,33.2,38.8,8.6,5.8,2.7,8.5,5.4
Damian Lillard,42492492,PG,32,POR,58,36.3,20.7,0.463,4.8,7.3,32.2,2107,26.7,0.645,0.464,7.6,35,33.8,9,8.3,-1.2,7.1,4.9
Klay Thompson,40600080,SF,32,GSW,69,33,18.1,0.436,4.1,2.4,21.9,2279,14.7,0.576,0.105,6.9,11,26.4,3.1,1.5,-1.7,-0.3,1
Kyrie Irving,38917057,PG,30,BRK/DAL,60,37.4,20.1,0.494,5.1,5.5,27.1,2241,22.4,0.613,0.227,7.7,25.4,28.9,7.4,4.8,-0.7,4.1,3.5
Rudy Gobert,38172414,C,30,MIN,70,30.7,7.8,0.659,11.6,1.2,13.4,2148,18.9,0.675,0.623,21.2,5.6,16.3,7.8,0,0.7,0.7,1.4
Khris Middleton,37984276,SF,31,MIL,33,24.3,12.3,0.436,4.2,4.9,15.1,801,17.4,0.551,0.251,9.1,30.7,27.4,1.9,1,-0.3,0.8,0.6
Anthony Davis,37980720,C,29,LAL,56,34,17.2,0.563,12.5,2.6,25.9,1904,27.8,0.627,0.462,19.7,13,28.4,9,4.6,1.7,6.3,4
Jimmy Butler,37653300,PF,33,MIA,64,33.4,13.9,0.539,5.9,5.3,22.9,2138,27.6,0.647,0.625,10.3,27.1,25.6,12.3,6.7,2,8.7,5.8
Tobias Harris,37633050,SF,30,PHI,74,32.9,11.4,0.501,5.7,2.5,14.7,2436,14.8,0.602,0.153,10.3,11.4,18.2,5.9,0.6,0.1,0.7,1.7
Kemba Walker,37281261,PG,32,DAL,9,16,6.3,0.421,1.8,2.1,8,144,15,0.543,0.368,6.5,20.1,22.1,0.3,0.3,-0.6,-0.3,0.1
Trae Young,37096500,PG,24,ATL,73,34.8,19,0.429,3,10.2,26.2,2541,22,0.573,0.46,4.7,42.5,32.6,6.7,5.3,-2,3.3,3.4
Zach LaVine,37096500,SG,27,CHI,77,35.9,18,0.485,4.5,4.2,24.8,2768,19,0.607,0.308,7.1,18.7,28.3,7.1,2.7,-0.7,1.9,2.7
Ben Simmons,35448672,PG,26,BRK,42,26.3,5.6,0.566,6.3,6.1,6.9,1105,13.4,0.559,0.243,13.4,31.3,14.3,2.2,-2.2,2.6,0.4,0.7
Pascal Siakam,35448672,PF,28,TOR,71,37.4,18.5,0.48,7.8,5.8,24.2,2652,20.3,0.565,0.361,11.9,24.9,27.2,7.8,3.3,-0.1,3.1,3.4
Myles Turner,35096500,C,26,IND,62,29.4,11.8,0.548,7.5,1.4,18,1825,20,0.651,0.377,14.2,7.5,22,5.4,1.4,0.7,2.1,1.9
Jrue Holiday,34319520,PG,32,MIL,67,32.6,15.3,0.479,5.1,7.4,19.3,2183,19.2,0.586,0.173,8.1,34.4,25,6.7,3,0.1,3.1,2.8
Karl-Anthony Towns,33833400,PF,27,MIN,29,33,14.8,0.495,8.1,4.8,20.8,957,18.8,0.618,0.315,13.8,22,25.6,2.7,2.1,0.9,3,1.2
Devin Booker,33833400,SG,26,PHO,53,34.6,20.1,0.494,4.5,5.5,27.8,1835,22,0.601,0.336,7.2,27.3,31.8,6,4.5,-0.3,4.2,2.9
Andrew Wiggins,33616770,SF,27,GSW,37,32.2,14.3,0.473,5,2.3,17.1,1190,14.7,0.564,0.136,8.6,10.5,21.5,2.3,-0.1,-0.4,-0.5,0.5
Joel Embiid,33616770,C,28,PHI,66,34.6,20.1,0.548,10.2,4.2,33.1,2284,31.4,0.655,0.581,17.3,22.9,37,12.3,6.8,2.3,9.2,6.4
CJ McCollum,33333333,SG,31,NOP,75,35.3,17.9,0.437,4.4,5.7,20.9,2649,15.6,0.541,0.177,7,25.1,26.4,4.3,1.5,-0.7,0.8,1.9
James Harden,33000000,PG,33,PHI,58,36.8,14.5,0.441,6.1,10.7,21,2135,21.6,0.607,0.429,9.8,43.3,25,8.4,5.1,0.3,5.4,4
Jamal Murray,31650600,PG,25,DEN,65,32.8,16,0.454,4,6.2,20,2133,18,0.571,0.207,6.9,27.5,26.1,5.1,2.6,-1.3,1.3,1.8
Brandon Ingram,31650600,SF,25,NOP,45,34.2,18.6,0.484,5.5,5.8,24.7,1538,19.2,0.582,0.326,9.1,28.1,30.8,3.5,2.2,-0.4,1.7,1.4
D'Angelo Russell,31377750,PG,26,LAL/MIN,71,32.5,13.4,0.469,3,6.2,17.8,2304,16.3,0.605,0.228,5.2,27.4,22.7,5.1,2.1,-0.7,1.5,2
Donovan Mitchell,30913750,SG,26,CLE,68,35.8,20.6,0.484,4.3,4.4,28.3,2432,22.9,0.614,0.262,7,21.4,32.1,8.9,5.6,0.6,6.3,5
Shai Gilgeous-Alexander,30913750,PG,24,OKC,68,35.5,20.3,0.51,4.8,5.5,31.4,2416,27.2,0.626,0.535,7.3,25.7,32.8,11.4,5.7,1.5,7.3,5.6
Deandre Ayton,30913750,C,24,PHO,67,30.4,13.2,0.589,10,1.7,18,2035,19.9,0.617,0.225,18.1,9.2,22.9,6.2,0.9,0,0.9,1.5
Kevin Love,30556968,PF,34,CLE/MIA,62,20,6.8,0.389,6.4,1.9,8.2,1240,13.1,0.548,0.215,18.9,13.2,19.2,2.6,0.2,0.4,0.6,0.8
Jayson Tatum,30351780,SF,24,BOS,74,36.9,21.1,0.466,8.8,4.6,30.1,2732,23.7,0.607,0.399,13,20.9,32.7,10.5,4.8,0.7,5.5,5.1
Bam Adebayo,30351780,C,25,MIA,75,34.6,14.9,0.54,9.2,3.2,20.4,2598,20.1,0.592,0.361,15.5,15.9,25.2,7.4,0.8,0.8,1.5,2.3
De'Aaron Fox,30351780,PG,25,SAC,73,33.4,18.2,0.512,4.2,6.1,25,2435,21.8,0.599,0.331,7.2,29.6,30.1,7.4,3.4,-0.9,2.5,2.7
Gordon Hayward,30075000,SF,32,CHO,50,31.5,11.6,0.475,4.3,4.1,14.7,1577,13.5,0.563,0.274,7.3,19.3,20,2,-1.1,-0.3,-1.4,0.2
Jaylen Brown,29776785,SF,26,BOS,67,35.9,20.6,0.491,6.9,3.5,26.6,2405,19.1,0.581,0.249,10.4,16.5,31.4,5,1.5,-0.2,1.3,2
Chris Paul,28400000,PG,37,PHO,59,32,11.3,0.44,4.3,8.9,13.9,1889,17.7,0.555,0.24,7.4,38.7,19.2,6.2,2,1.2,3.2,2.5
Kyle Lowry,28333334,PG,36,MIA,55,31.2,8.8,0.404,4.1,5.1,11.2,1718,12.6,0.565,0.278,7.7,23.4,16.7,3.4,-0.7,0.8,0.2,0.9
Jalen Brunson,27733332,PG,26,NYK,68,35,17.6,0.491,3.5,6.2,24,2379,21.2,0.597,0.328,5.6,28.7,27.2,8.7,4.4,-0.5,3.9,3.5
DeMar DeRozan,27300000,SF,33,CHI,74,36.2,17.6,0.504,4.6,5.1,24.5,2682,20.6,0.592,0.401,7.2,22.3,27.8,8.5,1.7,0.3,2,2.6
Al Horford,26500000,C,36,BOS,63,30.5,7.6,0.476,6.2,3,9.8,1922,13.8,0.631,0.044,11.1,13.2,11.9,6.3,1.6,1.7,3.3,2.5
Draymond Green,25806468,PF,32,GSW,73,31.5,6.5,0.527,7.2,6.8,8.5,2297,12.2,0.592,0.228,12.6,27.8,13.2,4.7,-1.8,2.6,0.8,1.6
Julius Randle,23760000,PF,28,NYK,77,35.5,18.6,0.459,10,4.1,25.1,2737,20.3,0.581,0.371,15.4,18.5,29.5,8.1,3.9,-0.2,3.7,3.9
John Collins,23500000,PF,25,ATL,71,30,10,0.508,6.5,1.2,13.1,2130,13.6,0.593,0.252,11.9,5.3,17.1,4.2,-1.4,0.2,-1.3,0.4
Mike Conley,22680000,PG,35,MIN/UTA,67,30.3,9.1,0.428,2.7,6.7,11.9,2029,14.7,0.583,0.277,4.9,29.4,16.3,5.5,1,-0.1,0.9,1.5
Malcolm Brogdon,22600000,PG,30,BOS,67,26,10.9,0.484,4.2,3.7,14.9,1744,18.2,0.615,0.251,8.8,21.5,22.8,5.8,2.3,0.6,2.8,2.1
Anfernee Simons,22321429,SG,23,POR,62,35,16.9,0.447,2.6,4.1,21.1,2171,14.8,0.581,0.171,4.3,18.6,25.1,2.5,1.3,-2.5,-1.1,0.5
Terry Rozier,21486316,SG,28,CHO,63,35.3,18.9,0.415,4.1,5.1,21.1,2221,14.7,0.517,0.185,6.2,22.7,26.9,1.7,0.6,-1.1,-0.6,0.8
Fred VanVleet,21250000,PG,28,TOR,69,36.7,16.1,0.393,4.1,7.2,19.3,2535,17,0.54,0.254,6.3,28.1,23.2,6.5,2,0.5,2.5,2.9
Buddy Hield,21177750,SF,30,IND,80,31,13,0.458,5,2.8,16.8,2482,15.4,0.614,0.124,8.9,13.3,20.8,4.4,2.5,-0.6,1.9,2.4
Domantas Sabonis,21100000,C,26,SAC,79,34.6,11.9,0.615,12.3,7.3,19.1,2736,23.5,0.668,0.467,20.3,30.4,21.3,12.6,4.1,1.8,5.8,5.4
Jerami Grant,20955000,PF,28,POR,63,35.7,14.5,0.475,4.5,2.4,20.5,2246,16,0.606,0.375,7.2,10.3,22.8,4.1,1.2,-1.4,-0.2,1
Aaron Gordon,20690909,PF,27,DEN,68,30.2,11.2,0.564,6.6,3,16.3,2055,19.5,0.617,0.413,12.5,14.2,21.1,6.8,2.4,-0.3,2.1,2.1
Mikal Bridges,20100000,SF,26,BRK/PHO,83,35.7,15.3,0.468,4.4,3.3,20.1,2963,16.8,0.587,0.279,6.8,13.7,22.6,7.5,1.5,0.2,1.7,2.8
Jarrett Allen,20000000,C,24,CLE,68,32.6,9.2,0.644,9.8,1.7,14.3,2220,19.9,0.67,0.353,17.7,7.5,16.4,9.5,1.3,1,2.4,2.4
Nicolas Batum,19700319,PF,34,LAC,78,21.9,4.9,0.42,3.8,1.6,6.1,1709,11,0.594,0.126,9.8,9.4,11.5,3.6,-0.8,1.2,0.5,1
Eric Gordon,19568360,SG,34,HOU/LAC,69,28.5,9.5,0.446,1.9,2.7,12.4,1965,11.8,0.587,0.265,3.8,13.4,17.8,2.3,-0.5,-1.4,-1.9,0.1
Spencer Dinwiddie,19500000,PG,29,BRK/DAL,79,34.5,13.3,0.438,3.4,6.5,17.3,2725,16,0.573,0.314,5.7,28.1,22.1,6.3,1.6,-0.9,0.7,1.8
Caris LeVert,18796296,SG,28,CLE,74,30.2,10,0.431,3.8,3.9,12.1,2237,12.4,0.546,0.243,7.4,18,18.7,4.4,-1,0.8,-0.2,1
Joe Harris,18642857,SF,31,BRK,74,20.6,5.9,0.457,2.2,1.4,7.6,1527,10.6,0.621,0.064,6,9.1,14.3,2.6,-0.6,-0.6,-1.1,0.3
Harrison Barnes,18352273,PF,30,SAC,82,32.5,9.6,0.473,4.5,1.6,15,2662,14.1,0.632,0.522,7.9,6.3,17.1,6.5,0.5,-1.5,-1,0.7
Clint Capela,18206896,C,28,ATL,65,26.6,8.2,0.653,11,0.9,12,1730,22.1,0.656,0.244,22.7,4.7,15.7,7.2,2.3,-0.1,2.2,1.8
Evan Fournier,18000000,SG,30,NYK,27,17,6.1,0.337,1.8,1.3,6.1,459,6.9,0.471,0.127,5.9,10.6,18.4,0.1,-4,0,-4,-0.2
Steven Adams,17926829,C,29,MEM,42,27,6.3,0.597,11.5,2.3,8.6,1133,17.5,0.564,0.49,22.7,11.2,14.6,3.4,-0.3,0.9,0.6,0.7
Jonathan Isaac,17400000,PF,25,ORL,11,11.3,4.8,0.415,4,0.5,5,124,20.3,0.483,0.17,20.1,7.3,21.1,0.3,1,3,4,0.2
OG Anunoby,17357143,SF,25,TOR,67,35.6,13.2,0.476,5,2,16.8,2386,14.6,0.586,0.189,7.9,8,19.5,4.7,-0.3,0.7,0.4,1.5
Marcus Smart,17207142,PG,28,BOS,61,32.1,9.9,0.415,3.1,6.3,11.5,1957,12.1,0.538,0.196,5.3,26.4,17.8,3.7,-1.8,0.8,-1,0.5
Derrick White,17142857,SG,28,BOS,82,28.3,9.2,0.462,3.6,3.9,12.4,2319,15.4,0.604,0.253,6.9,19.4,17.7,7.4,1.1,1.3,2.4,2.6
Dejounte Murray,17071120,SG,26,ATL,74,36.4,17.8,0.464,5.3,6.1,20.5,2693,17,0.54,0.144,7.9,24,24.4,4.7,1.1,0,1,2.1
Mitchell Robinson,17045454,C,24,NYK,59,27,4.7,0.671,9.4,0.9,7.4,1591,18.9,0.652,0.436,19.2,4.5,10.1,6.5,1,1.4,2.4,1.7
Duncan Robinson,16902000,SF,28,MIA,42,16.5,5.6,0.371,1.6,1.1,6.4,691,7.8,0.534,0.135,5.9,9.7,17.9,0.5,-3.5,-1.5,-5,-0.5
Norman Powell,16758621,SG,29,LAC,60,26.1,11.8,0.479,2.9,1.8,17,1567,17.1,0.612,0.39,6.3,11,26,3.5,0.9,-0.7,0.3,0.9
Collin Sexton,16700000,PG,24,UTA,48,23.9,9.8,0.506,2.2,2.9,14.3,1145,15.9,0.616,0.425,5,17.9,23.4,2.5,0.1,-1.5,-1.3,0.2
Markelle Fultz,16500000,PG,24,ORL,60,29.6,11.3,0.514,3.9,5.7,14,1778,16.6,0.564,0.211,7.4,29.8,21.3,3.7,-0.1,0.7,0.5,1.2
Lauri Markkanen,16475454,PF,25,UTA,66,34.4,17.3,0.499,8.6,1.9,25.6,2273,22.1,0.64,0.348,13.6,8.6,26.6,8.2,4.9,-1,3.8,3.3
Marcus Morris,16372093,PF,33,LAC,65,28.1,9.9,0.426,4,1.8,11.2,1825,10.5,0.534,0.135,7.9,8.9,17.6,2,-1.8,-0.2,-1.9,0
Malik Beasley,15558035,SG,26,LAL/UTA,81,25.8,11.6,0.395,3.5,1.5,12.7,2093,10.9,0.531,0.069,7.3,8.4,21.1,1.4,-0.9,-1,-2,0
Luguentz Dort,15277778,SF,23,OKC,74,30.7,11.8,0.388,4.6,2.1,13.7,2272,11.3,0.513,0.297,8.1,9.2,19.8,2.9,-2,-1,-3,-0.6
Will Barton,15059712,SG,32,WAS/TOR,56,17.7,6.5,0.379,2.4,2,6.8,993,10,0.493,0.129,7.7,15.4,18.9,0.4,-2,-0.6,-2.6,-0.2
Tyus Jones,15000000,PG,26,MEM,80,24.3,8.9,0.438,2.5,5.2,10.3,1940,16,0.546,0.141,5.5,28.8,17.7,5.7,1.2,0.3,1.6,1.7
Derrick Rose,14520730,PG,34,NYK,27,12.5,5.9,0.384,1.5,1.7,5.6,338,10.1,0.463,0.075,6.5,19.9,23.6,0,-2.2,-1.5,-3.7,-0.1
Kevin Huerter,14508929,SG,24,SAC,75,29.4,11.5,0.485,3.3,2.9,15.2,2203,15.2,0.617,0.151,6.5,14.1,19.9,4.9,1.4,-0.3,1,1.7
Christian Wood,14317459,C,27,DAL,67,25.9,11.5,0.515,7.3,1.8,16.6,1738,20.6,0.624,0.365,16.4,11.7,26.4,4.8,1.9,-0.3,1.7,1.6
Kentavious Caldwell-Pope,14004703,SG,29,DEN,76,31.3,8.3,0.462,2.7,2.4,10.8,2381,11.5,0.598,0.198,5,9.8,14.1,4.5,-1.6,0.6,-1,0.6
Brook Lopez,13906976,C,34,MIL,78,30.4,11.5,0.531,6.7,1.3,15.9,2373,18.4,0.63,0.211,11.4,6.1,19.3,8,0.8,1.3,2.1,2.5
Patrick Beverley,13801614,SG,34,LAL/CHI,67,27.1,5.4,0.4,3.7,2.9,6.2,1816,8.9,0.534,0.181,7.5,13.3,10.6,3,-2.9,1.7,-1.2,0.3
Doug McDermott,13750000,SF,31,SAS,64,20.5,8.2,0.457,2.2,1.4,10.2,1314,11.2,0.59,0.134,5.8,9.8,19.2,1,-0.7,-2.5,-3.2,-0.4
Luke Kennard,13745455,SG,26,LAC/MEM,59,22.3,6.5,0.492,2.7,1.5,9.3,1315,13,0.684,0.102,6.6,9.4,14.5,3.4,0.6,-0.1,0.5,0.8
Zion Williamson,13534817,PF,22,NOP,29,33,16.2,0.608,7,4.6,26,956,25.2,0.652,0.529,12,24.4,30.4,3.6,4.8,1,5.8,1.9
Jordan Clarkson,13340000,SG,30,UTA,61,32.6,16.9,0.444,4,4.4,20.8,1988,14.7,0.558,0.238,6.7,20.9,27.8,1.7,1,-2.4,-1.4,0.3
Gary Harris,13000000,SG,28,ORL,48,24.7,6.4,0.45,2,1.2,8.3,1184,10.5,0.62,0.098,4.7,6.9,12.6,2.3,-1.4,0.7,-0.7,0.4
Kyle Kuzma,13000000,PF,27,WAS,64,35,17.8,0.448,7.2,3.7,21.2,2239,14.3,0.544,0.208,11.5,16.5,27.9,0.9,-0.2,-1.5,-1.7,0.2
Josh Hart,12960000,SF,27,NYK/POR,76,32.3,6.8,0.529,7.8,3.8,9.8,2454,14.1,0.622,0.338,13.7,16.1,12.6,6,-0.2,1.1,0.9,1.8
Dorian Finney-Smith,12939848,PF,29,BRK/DAL,66,30.4,7.6,0.391,4.8,1.5,8.3,2009,9.2,0.523,0.118,9,6.7,13.2,2.1,-1.7,-0.3,-2,0
Kelly Olynyk,12804878,C,31,UTA,68,28.6,8.2,0.499,6.2,3.7,12.5,1942,14.4,0.643,0.417,11.7,17.6,17.8,4.3,-0.4,0.9,0.4,1.2
Chris Boucher,12690000,PF,30,TOR,76,20,7,0.493,5.5,0.4,9.4,1523,18,0.59,0.318,15.7,2.7,18,5,0.7,-0.8,-0.1,0.7
Robert Covington,12307692,PF,32,LAC,48,16.2,4.8,0.445,3.5,1.2,6,779,14.2,0.584,0.175,11.9,10.2,15.6,1.9,-0.5,2.1,1.7,0.7
Josh Richardson,12196094,SG,29,NOP/SAS,65,23.5,8.5,0.431,2.7,2.7,10.1,1530,12.3,0.555,0.146,6.3,15.8,18.4,1.8,-1,-0.1,-1.2,0.3
Ja Morant,12119440,PG,23,MEM,61,31.9,19.9,0.466,5.9,8.1,26.2,1948,23.3,0.557,0.409,9.7,41.1,34.9,6,5.2,0.5,5.7,3.8
Danny Green,11710528,SG,35,CLE/MEM,11,12.5,4.5,0.449,1.3,0.5,5.5,138,10.8,0.617,0.02,5.8,6.1,18.9,0.2,-2.1,0.2,-1.9,0
Terrence Ross,11500000,SG,31,ORL/PHO,63,21.1,7.4,0.43,2.4,1.5,8.3,1330,10.2,0.544,0.073,6.5,10.2,16.8,1.6,-1.8,-0.3,-2.1,0
Reggie Jackson,11457217,PG,32,DEN/LAC,68,24.4,9.4,0.411,2.1,3.4,10.2,1657,10,0.514,0.122,4.9,20,20.8,0.6,-2.9,-1.1,-3.9,-0.8
Dillon Brooks,11400000,SF,27,MEM,73,30.3,13.6,0.396,3.3,2.6,14.3,2214,9.4,0.494,0.155,5.8,11.7,21.8,1.6,-3.4,-0.5,-3.9,-1.1
Richaun Holmes,11215260,C,29,SAC,42,8.3,2.1,0.618,1.9,0.2,3.1,348,12.9,0.668,0.213,13.1,3.5,13.7,0.8,-2,-0.9,-2.9,-0.1
Dwight Powell,11080125,C,31,DAL,76,19.2,3.5,0.732,4.1,0.9,6.7,1458,15.5,0.738,0.625,12.5,6.9,12.6,5.1,-1.2,0,-1.2,0.3
Paolo Banchero,11055120,PF,20,ORL,72,33.8,15.6,0.427,6.9,3.7,20,2430,14.9,0.529,0.476,11.6,17.2,27.5,2.4,-0.7,-0.7,-1.5,0.3
RJ Barrett,10900634,SG,22,NYK,73,33.9,16.1,0.434,5,2.8,19.6,2475,12.9,0.531,0.333,8.2,12.4,26.2,2.2,-1.2,-1.9,-3.1,-0.7
Bobby Portis,10843350,PF,27,MIL,70,26,11.5,0.496,9.6,1.5,14.1,1818,17.8,0.575,0.156,19.3,8.7,21.7,5.3,1.2,-0.6,0.7,1.2
DeAndre Jordan,10733758,C,34,DEN,39,15,2.9,0.765,5.2,0.9,5.1,586,14.7,0.731,0.417,19.8,7.7,13.7,1.4,-2.4,0.7,-1.8,0
Anthony Edwards,10733400,SG,21,MIN,79,36,19.5,0.459,5.8,4.4,24.6,2842,17.4,0.564,0.274,9,19.3,29.9,3.8,1,0,1,2.1
Robert Williams,10714287,C,25,BOS,35,23.5,4.9,0.747,8.3,1.4,8,824,19.8,0.742,0.241,19.3,8.5,11.8,3.8,1,2.4,3.3,1.1
Cade Cunningham,10552800,PG,21,DET,12,33.3,18.7,0.415,6.2,6,19.9,400,14,0.492,0.192,10.3,30.7,30,-0.1,-0.1,-0.6,-0.7,0.1
Mo Bamba,10300000,C,24,LAL/ORL,49,15.7,4.9,0.485,4.6,0.9,6.6,769,15.7,0.602,0.257,16.4,8.7,16.6,2.2,-0.2,0.7,0.5,0.5
Talen Horton-Tucker,10260000,SG,22,UTA,65,20.2,9.4,0.419,3.2,3.8,10.7,1313,13.7,0.508,0.274,8.6,27.4,25.9,0.8,-1.1,-0.5,-1.6,0.2
Jae Crowder,10183800,PF,32,MIL,18,18.9,5.2,0.479,3.8,1.5,6.9,340,14.6,0.624,0.128,10.6,10.6,13.2,1.2,0.1,1.1,1.2,0.3
Ivica Zubac,10123457,C,25,LAC,76,28.6,6.8,0.634,9.9,1,10.8,2170,16.7,0.661,0.463,19.5,5.1,14.8,6.7,-1.1,0.2,-0.9,0.6
Reggie Bullock,10012800,SF,31,DAL,78,30.3,6,0.409,3.6,1.4,7.2,2364,7.7,0.577,0.079,7,6.2,10,2.8,-2.3,-0.3,-2.6,-0.4
Alec Burks,10012800,SG,31,DET,51,22,9,0.436,3.1,2.2,12.8,1122,16.5,0.602,0.41,7.8,15.9,22.8,2.5,1.8,-0.5,1.2,0.9
De'Andre Hunter,9835881,SF,25,ATL,67,31.7,12.3,0.461,4.2,1.4,15.4,2126,11.5,0.563,0.252,7.3,6,19.7,2.5,-1.9,-1.4,-3.3,-0.7
James Wiseman,9603360,C,21,GSW/DET,45,19.3,7.5,0.558,5.9,0.7,10,867,15.6,0.589,0.286,17,5.5,21.2,1.4,-2.1,-1.4,-3.5,-0.3
Landry Shamet,9500000,SG,25,PHO,40,20.2,7.5,0.377,1.7,2.3,8.7,807,10.9,0.537,0.17,4.6,15.7,18.9,1.2,-1.1,-0.3,-1.4,0.1
Malik Monk,9472219,SG,24,SAC,77,22.3,10.3,0.448,2.6,3.9,13.5,1719,16.6,0.587,0.26,6.7,25,25.8,3.2,1.6,-1.4,0.3,1
Jalen Green,9441840,SG,20,HOU,76,34.2,17.9,0.416,3.7,3.7,22.1,2602,14.5,0.538,0.341,6,17.3,28.1,1.8,0.5,-2.6,-2.1,0
Jakob Poeltl,9398148,C,27,SAS/TOR,72,26.5,8.6,0.629,9.1,2.7,12.5,1906,21,0.635,0.325,19,15.2,18.2,6,1.1,0.8,1.9,1.9
Nerlens Noel,9391069,C,28,BRK/DET,17,11.5,2.1,0.361,2.7,0.6,2.1,195,7.9,0.424,0.333,13.1,6.7,12,0,-6.5,2.6,-3.8,-0.1
Royce O'Neale,9200000,SF,29,BRK,76,31.7,7.8,0.386,5.1,3.7,8.8,2409,9.2,0.538,0.116,9,15.3,13.6,2.9,-1.7,0.6,-1.1,0.5
